Frame,Processing_Time_ms,FPS
1,4.384499974548817,228.07617876720462
2,1.132915960624814,882.6780050379822
3,1.0531250154599547,949.5548822028957
4,0.9696250781416893,1031.326460652735
5,1.1534590739756823,866.9575042253146
6,1.0382919572293758,963.1202409276522
7,1.026791986078024,973.9070946780957
8,0.9380839765071869,1066.002644798761
9,0.8152920054271817,1226.5544042419972
10,1.2521670432761312,798.6154925333532
11,0.9771250188350677,1023.41049581578
12,1.1845000553876162,844.2380356603358
13,1.151624950580299,868.3382549988208
14,1.0161669924855232,984.0902207953251
15,0.8257090812548995,1211.0802977729347
16,1.2464170577004552,802.2996747532676
17,1.1867500143125653,842.6374450724218
18,1.0875409934669733,919.5055689920237
19,0.9061670862138271,1103.5492407677575
20,0.9903330355882645,1009.7613268106252
21,1.0763750178739429,929.0442303047884
22,1.0238330578431487,976.7217344072124
23,1.0179589735344052,982.3578611699343
24,0.9192499564960599,1087.8434020402221
25,1.155707985162735,865.2704773508943
26,0.8377920603379607,1193.6136033523705
27,1.003249897621572,996.7606299992887
28,0.9642499499022961,1037.0755011201466
29,1.2862079311162233,777.4792673935384
30,0.9295829804614186,1075.751192759175
31,1.1016250355169177,907.7498856321544
32,1.1374159948900342,879.1858075608303
33,1.4193329261615872,704.5563317581718
34,2.0734169520437717,482.295661282357
35,0.9984170319512486,1001.5854778094657
36,0.8862919639796019,1128.2963635480003
37,0.8629589574411511,1158.8036619553766
38,1.0096250334754586,990.4667246192122
39,1.0643750429153442,939.5184588892466
40,0.9750410681590438,1025.5978262413917
41,0.83754095248878,1193.9714673395583
42,1.147374976426363,871.5546534879294
43,0.9083750192075968,1100.866909431669
44,0.9628339903429151,1038.6006414707567
45,0.9003749582916498,1110.6483924179504
46,1.3626670697703958,733.8549688211782
47,0.8704580832272768,1148.8203961441068
48,0.9265829576179385,1079.2341816547134
49,1.353125087916851,739.0299750775514
50,1.0277499677613378,972.999300771779
51,1.270500011742115,787.0916889082084
52,1.3680830597877502,730.9497715402922
53,1.151624950580299,868.3382549988208
54,1.1532909702509642,867.083871975858
55,1.0266669560223818,974.0256995065881
56,1.0214160429313779,979.0329875082874
57,1.139041967689991,877.9307772373198
