review_row,source_line,x,y,measured_cm,radius_px,nearest_neighbor_px,median_8_neighbor_px,local_neighbor_median_cm,local_residual_cm,abs_local_residual_cm,local_mad_cm,robust_z_vs_neighbors,repair_note
328,328,68,-107,20.43,126.77933585565118,8.602325267042627,37.14712574788298,28.05,-7.620000000000001,7.620000000000001,7.620000000000001,0.6744907594765952,
181,182,-134,123,49.64,181.89282558693733,2.23606797749979,12.020815280171309,57.26,-7.619999999999997,7.619999999999997,15.239999999999995,0.3372453797382976,
155,156,-174,-2,44.56,174.01149387324966,8.48528137423857,12.298373876248844,52.18,-7.619999999999997,7.619999999999997,8.89,0.5781349366942242,
256,257,125,120,39.480000000000004,173.27723451163456,9.055385138137417,21.72018924927465,47.1,-7.619999999999997,7.619999999999997,11.747500000000002,0.43750751966049395,
190,191,-155,144,102.98,211.56795598577776,1.4142135623730951,4.631202762478185,110.6,-7.61999999999999,7.61999999999999,15.239999999999988,0.33724537973829743,
129,130,-226,-1,161.4,226.00221237855172,1.4142135623730951,3.0,169.01999999999998,-7.619999999999976,7.619999999999976,13.969999999999999,0.36790405062359627,
69,70,-20,241,169.02,241.82845159327303,1.4142135623730951,2.0,176.64,-7.619999999999976,7.619999999999976,12.699999999999989,0.40469445568595624,
55,56,-148,185,204.58,236.9155967850154,0.0,1.0,212.2,-7.619999999999976,7.619999999999976,8.89,0.5781349366942226,
51,52,-147,182,191.88,233.95084953895764,1.0,2.618033988749895,198.865,-6.985000000000014,6.985000000000014,7.6200000000000045,0.6182831961868798,
168,169,-110,12,12.81,110.65260954898443,3.605551275463989,19.66198685593563,19.795,-6.985000000000001,6.985000000000001,3.8100000000000005,1.236566392373758,
15,16,-119,144,59.8,186.80738743422327,4.242640687119285,7.784797755401678,52.815,6.984999999999999,6.984999999999999,7.619999999999997,0.6182831961868791,
24,25,-134,162,96.63,210.23796041628637,2.0,5.192582403567252,89.64500000000001,6.984999999999985,6.984999999999985,7.6200000000000045,0.6182831961868772,
203,204,-168,156,186.8,229.2596780945136,0.0,2.0,180.45,6.350000000000023,6.350000000000023,16.50999999999999,0.2594195228756146,
142,143,-202,3,85.2,202.02227599945508,1.0,4.0,78.85,6.3500000000000085,6.3500000000000085,5.079999999999998,0.8431134493457455,
152,153,-186,4,59.8,186.04300578092153,2.23606797749979,6.535533905932738,66.15,-6.3500000000000085,6.3500000000000085,5.079999999999998,0.8431134493457455,
140,141,-207,3,92.82000000000001,207.02173798903343,2.0,5.049509756796392,86.47,6.3500000000000085,6.3500000000000085,7.619999999999997,0.5620756328971636,
169,170,-84,81,12.81,116.69190203266035,6.324555320336759,21.71368140638223,19.16,-6.35,6.35,3.174999999999999,1.27,
327,327,73,-114,24.240000000000002,135.36986370680884,6.4031242374328485,36.525831264354835,30.59,-6.349999999999998,6.349999999999998,9.525000000000002,0.4496605063177299,
27,28,-138,166,106.79,215.87033144922904,2.23606797749979,4.2976207903086205,113.14,-6.349999999999994,6.349999999999994,10.159999999999997,0.4215567246728718,
17,18,-132,147,75.04,197.56770991232347,2.23606797749979,10.024937810560445,81.39,-6.349999999999994,6.349999999999994,5.079999999999998,0.8431134493457436,
279,280,212,170,191.88,271.7425251961864,0.0,2.995352392457285,185.53,6.349999999999994,6.349999999999994,10.16000000000001,0.4215567246728712,
5,6,-102,118,29.32,155.97435686676192,4.123105625617661,11.146024801212626,35.3525,-6.032499999999999,6.032499999999999,6.032500000000002,0.6744907594765948,
35,36,-145,171,136.0,224.2008028531566,0.0,2.118033988749895,142.0325,-6.032499999999999,6.032499999999999,7.61999999999999,0.5339718512523051,
44,45,-148,176,167.75,229.95651762887695,1.0,1.8251407699364424,162.035,5.715000000000003,5.715000000000003,9.842500000000001,0.39163979582512,
42,43,-149,175,160.13,229.83907413666634,0.0,2.118033988749895,165.845,-5.715000000000003,5.715000000000003,8.89,0.4336012025206685,
21,22,-132,157,83.93,205.11703976023054,2.0,4.273721233651441,89.64500000000001,-5.715000000000003,5.715000000000003,7.6200000000000045,0.5058680696074463,
167,168,-113,10,14.08,113.44161493913951,3.605551275463989,16.513878188659973,19.795,-5.715000000000002,5.715000000000002,3.8100000000000005,1.011736139214893,
9,10,-112,128,39.480000000000004,170.0823330037544,3.605551275463989,7.9362537121026016,45.195,-5.714999999999996,5.714999999999996,6.350000000000001,0.6070416835289352,
122,123,-232,-2,196.96,232.0086205294967,0.0,2.699172818834085,191.88,5.0800000000000125,5.0800000000000125,12.064999999999998,0.283996109253304,
297,297,278,12,186.8,278.25887227544064,2.23606797749979,14.142135623730951,181.72,5.0800000000000125,5.0800000000000125,12.700000000000003,0.2697963037906387,
82,83,-19,223,111.87,223.80795338861395,2.0,3.58113883008419,106.78999999999999,5.0800000000000125,5.0800000000000125,7.61999999999999,0.4496605063177318,
179,180,-125,114,39.480000000000004,169.17742166140255,6.4031242374328485,13.522871562317103,34.4,5.080000000000005,5.080000000000005,6.349999999999998,0.5395926075812769,
253,254,99,94,21.7,136.517398158623,12.041594578792296,27.620694182051032,26.78,-5.080000000000002,5.080000000000002,11.43,0.2997736708784869,
170,171,-90,83,14.08,122.42957159118053,6.324555320336759,17.042676384417145,19.16,-5.08,5.08,3.174999999999999,1.016,
313,313,153,-205,123.3,255.80070367377803,1.4142135623730951,7.658639531550398,128.38,-5.079999999999998,5.079999999999998,13.969999999999999,0.2452693670823982,
18,19,-131,149,76.31,198.39858870465787,2.23606797749979,8.30313074680804,81.39,-5.079999999999998,5.079999999999998,5.714999999999996,0.5995473417569737,
19,20,-130,156,80.12,203.06649157357302,2.23606797749979,6.035533905932738,85.2,-5.079999999999998,5.079999999999998,8.255000000000003,0.4150712366009814,
31,32,-142,168,123.3,219.97272558205938,0.0,2.699172818834085,128.38,-5.079999999999998,5.079999999999998,8.255000000000003,0.4150712366009814,
30,31,-142,167,119.49,219.20994502987313,1.0,3.0615528128088303,124.57,-5.079999999999998,5.079999999999998,9.525000000000006,0.3597284050541838,
158,159,-158,6,31.86,158.11388300841898,3.0,10.689189457342259,36.94,-5.079999999999998,5.079999999999998,7.6200000000000045,0.4496605063177297,
156,157,-168,4,39.480000000000004,168.04761230080004,6.324555320336759,10.621700022186415,44.56,-5.079999999999998,5.079999999999998,10.16,0.3372453797382975,
6,7,-107,122,33.129999999999995,162.27445886522005,3.605551275463989,8.905124837953327,37.8925,-4.762500000000003,4.762500000000003,6.984999999999999,0.45988006327949704,
166,167,-119,10,15.35,119.41942890501528,6.0,10.630569518042591,19.795,-4.445000000000002,4.445000000000002,3.8100000000000005,0.786905886056028,
249,250,-15,116,12.81,116.96580696938743,1.0,7.159281985442836,17.255000000000003,-4.445000000000002,4.445000000000002,1.9050000000000002,0.8890000000000005,
1,2,-85,88,14.715,122.34786471369249,7.0710678118654755,17.482909994780144,19.16,-4.445,4.445,3.174999999999999,0.889,
46,47,-150,178,174.1,232.7745690577044,1.0,2.995352392457285,169.655,4.444999999999993,4.444999999999993,9.525000000000006,0.31476235442241046,
395,395,-128,-131,66.15,183.15294155431957,9.433981132056603,23.259317294433803,70.595,-4.444999999999993,4.444999999999993,11.43,0.2623019620186755,
33,34,-143,171,130.92000000000002,222.91253890259293,1.0,3.1622776601683795,135.365,-4.444999999999993,4.444999999999993,8.89,0.33724537973829705,
259,260,150,131,57.26,199.15069670980316,9.219544457292887,18.612761007399513,61.3875,-4.127500000000005,4.127500000000005,14.287500000000001,0.19485288607101658,
334,334,14,-169,44.56,169.57889019568444,11.0,25.226363152943613,48.6875,-4.127499999999998,4.127499999999998,15.240000000000002,0.18267458069157774,
113,114,-17,141,25.51,142.0211251891774,1.0,5.0,21.7,3.8100000000000023,3.8100000000000023,2.539999999999999,0.7620000000000005,
239,240,-15,171,39.480000000000004,171.6566340110396,2.23606797749979,6.8896358721824225,43.290000000000006,-3.8100000000000023,3.8100000000000023,3.809999999999995,0.6744907594765964,
315,315,148,-198,108.06,247.20032362438363,3.1622776601683795,7.906713908985303,111.87,-3.8100000000000023,3.8100000000000023,11.430000000000007,0.22483025315886507,
145,146,-200,2,77.58,200.0099997500125,1.4142135623730951,4.038843615231785,81.39,-3.8100000000000023,3.8100000000000023,6.349999999999994,0.40469445568595774,
193,194,-159,148,120.76,217.22108553268947,0.0,4.621320343559642,116.95,3.8100000000000023,3.8100000000000023,16.509999999999998,0.15565171372536823,
147,148,-196,4,72.5,196.04081207748553,1.0,4.785577734296182,76.31,-3.8100000000000023,3.8100000000000023,6.349999999999994,0.40469445568595774,
100,101,-21,196,64.88,197.12178976460214,1.4142135623730951,5.049509756796392,68.69,-3.8100000000000023,3.8100000000000023,6.350000000000001,0.40469445568595724,
309,309,167,-218,174.1,274.6142749385035,2.0,4.357388321059432,177.91,-3.8100000000000023,3.8100000000000023,19.049999999999997,0.13489815189531915,
287,288,280,-2,179.18,280.0071427660373,0.0,5.049509756796392,182.99,-3.8100000000000023,3.8100000000000023,12.700000000000003,0.20234722784297862,
148,149,-194,3,69.96000000000001,194.02319448973105,2.23606797749979,4.58113883008419,73.77000000000001,-3.8100000000000023,3.8100000000000023,6.350000000000001,0.40469445568595724,
94,95,-19,207,80.12,207.87015177749788,1.4142135623730951,4.561552812808831,83.93,-3.8100000000000023,3.8100000000000023,6.350000000000001,0.40469445568595724,
149,150,-192,4,67.42,192.04166214652486,1.4142135623730951,4.561552812808831,71.23,-3.8100000000000023,3.8100000000000023,6.350000000000001,0.40469445568595724,
150,151,-191,3,64.88,191.02355875650522,1.4142135623730951,5.0990195135927845,68.69,-3.8100000000000023,3.8100000000000023,6.350000000000001,0.40469445568595724,
285,286,285,-1,189.34,285.00175438056516,0.0,6.08504366272913,185.53,3.8100000000000023,3.8100000000000023,12.700000000000003,0.20234722784297862,
232,233,-12,194,59.8,194.3707796969493,4.123105625617661,8.301162633521313,63.61,-3.8100000000000023,3.8100000000000023,6.349999999999998,0.4046944556859575,
151,152,-188,3,62.34,188.0239346466295,2.23606797749979,6.16227766016838,66.15,-3.8100000000000023,3.8100000000000023,6.350000000000001,0.40469445568595724,
54,55,-147,185,203.31,236.29219199965115,1.0,1.7071067811865475,207.12,-3.8100000000000023,3.8100000000000023,8.89,0.2890674683471124,
228,229,-8,209,80.12,209.15305400591214,4.0,9.609772228646444,83.93,-3.8100000000000023,3.8100000000000023,12.699999999999996,0.20234722784297876,
143,144,-202,4,82.66,202.03960007879644,1.0,4.08113883008419,78.85,3.8100000000000023,3.8100000000000023,6.350000000000001,0.40469445568595724,
254,255,107,103,26.78,148.51935900750448,12.041594578792296,28.55596374306247,30.59,-3.8099999999999987,3.8099999999999987,11.430000000000001,0.22483025315886496,
388,388,121,75,26.78,142.35870187663275,29.068883707497267,41.02883447759237,30.59,-3.8099999999999987,3.8099999999999987,11.430000000000001,0.22483025315886496,
326,326,78,-118,26.78,141.4496376806954,6.4031242374328485,33.01758745093238,30.59,-3.8099999999999987,3.8099999999999987,9.525000000000002,0.26979630379063796,
160,161,-150,7,26.78,150.16324450410627,5.0990195135927845,13.038631713205248,30.59,-3.8099999999999987,3.8099999999999987,7.619999999999999,0.33724537973829755,
159,160,-155,6,29.32,155.11608556174951,3.0,12.485886767731067,33.129999999999995,-3.809999999999995,3.809999999999995,7.620000000000001,0.3372453797382971,
110,111,-17,162,34.4,162.88953311984167,1.4142135623730951,8.031128874149275,38.209999999999994,-3.809999999999995,3.809999999999995,3.8100000000000023,0.6744907594765939,
241,242,-16,163,34.4,163.783393541592,1.4142135623730951,8.06225774829855,38.209999999999994,-3.809999999999995,3.809999999999995,3.8100000000000023,0.6744907594765939,
13,14,-118,138,52.18,181.57092278225608,2.23606797749979,6.946506103102436,48.370000000000005,3.809999999999995,3.809999999999995,6.985000000000003,0.36790405062359677,
141,142,-205,3,87.74,205.0219500443794,2.0,4.549509756796392,83.93,3.809999999999988,3.809999999999988,7.6200000000000045,0.3372453797382963,
96,97,-20,204,75.04,204.9780476051033,3.0,4.5,78.85,-3.809999999999988,3.809999999999988,6.349999999999994,0.40469445568595624,
7,8,-110,124,34.4,165.75886099994776,1.0,9.272001872658766,37.8925,-3.4924999999999997,3.4924999999999997,6.984999999999999,0.3372453797382976,
34,35,-144,171,134.73000000000002,223.55536227073597,1.0,2.53224755112299,138.2225,-3.4924999999999784,3.4924999999999784,7.61999999999999,0.30914159809343794,
3,4,-96,108,22.97,144.49913494550754,7.810249675906654,19.026475273040724,26.399,-3.429000000000002,3.429000000000002,3.8100000000000005,0.607041683528936,
118,119,-15,117,14.08,117.957619508025,1.0,6.18465843842649,17.255000000000003,-3.1750000000000025,3.1750000000000025,1.9050000000000002,0.6350000000000005,
165,166,-125,10,16.62,125.39936203984452,3.0,11.590169943749475,19.795,-3.1750000000000007,3.1750000000000007,4.445000000000001,0.4817791139118537,
387,387,-136,-126,71.23,185.39687160251654,9.433981132056603,31.66028643608065,68.055,3.174999999999997,3.174999999999997,13.334999999999994,0.16059303797061783,
57,58,-148,185,214.74,236.9155967850154,0.0,1.0,212.2,2.5400000000000205,2.5400000000000205,8.89,0.19271164556474302,
70,71,-20,239,163.94,239.83536019528063,0.0,2.9208096264818897,166.48000000000002,-2.5400000000000205,2.5400000000000205,10.159999999999982,0.16862268986915047,
127,128,-229,-1,171.56,229.00218339570478,0.0,2.618033988749895,174.10000000000002,-2.5400000000000205,2.5400000000000205,10.160000000000025,0.16862268986914974,
20,21,-132,155,82.66,203.59027481684876,2.0,5.590891021945502,85.2,-2.5400000000000063,2.5400000000000063,8.255000000000003,0.20753561830049128,
16,17,-122,148,64.88,191.80198122021577,5.0,10.41010261769495,67.42,-2.5400000000000063,2.5400000000000063,13.335,0.12847443037649464,
14,15,-116,141,53.45,182.58422713914803,2.0,7.6097722286464435,50.91,2.5400000000000063,2.5400000000000063,7.620000000000001,0.2248302531588656,
225,226,-9,219,99.17,219.18485349129398,1.0,6.8492678180810636,101.71000000000001,-2.5400000000000063,2.5400000000000063,7.619999999999997,0.22483025315886568,
229,230,-8,205,75.04,205.15603817582362,4.0,9.590169943749475,77.58000000000001,-2.5400000000000063,2.5400000000000063,6.349999999999994,0.269796303790639,
240,241,-19,167,36.94,168.0773631397161,3.1622776601683795,6.733551962699517,39.480000000000004,-2.5400000000000063,2.5400000000000063,5.080000000000002,0.3372453797382983,
246,247,-17,136,19.16,137.05838172107534,0.0,5.049509756796392,21.7,-2.539999999999999,2.539999999999999,2.539999999999999,0.5079999999999998,
238,239,-14,173,42.02,173.5655495770978,2.23606797749979,6.8896358721824225,44.56,-2.539999999999999,2.539999999999999,3.8099999999999987,0.44966050631773014,
171,172,-98,83,16.62,128.42507543311004,7.615773105863909,14.035261950457535,19.16,-2.539999999999999,2.539999999999999,4.7625,0.35972840505418396,
237,238,-12,177,44.56,177.40631330367023,3.1622776601683795,6.354101966249685,47.1,-2.539999999999999,2.539999999999999,3.8099999999999987,0.44966050631773014,
236,237,-13,180,47.1,180.46883387443938,3.1622776601683795,5.590891021945502,49.64,-2.539999999999999,2.539999999999999,2.539999999999999,0.5079999999999998,
164,165,-128,10,20.43,128.39003076563228,3.0,12.0,17.89,2.539999999999999,2.539999999999999,3.8099999999999996,0.44966050631773,
56,57,-149,185,209.66,237.54157530840786,0.0,1.0,207.12,2.539999999999992,2.539999999999992,6.984999999999999,0.2452693670823975,
32,33,-142,168,125.84,219.97272558205938,0.0,2.699172818834085,128.38,-2.539999999999992,2.539999999999992,8.255000000000003,0.2075356183004901,
126,127,-227,-2,176.64000000000001,227.00881040171106,0.0,2.23606797749979,174.10000000000002,2.539999999999992,2.539999999999992,12.700000000000003,0.1348981518953186,
231,232,-11,198,64.88,198.3053201505194,2.23606797749979,8.65079819468637,67.41999999999999,-2.539999999999992,2.539999999999992,5.080000000000005,0.3372453797382962,
248,249,-17,120,15.35,121.19818480488888,3.1622776601683795,4.73606797749979,17.255000000000003,-1.905000000000003,1.905000000000003,1.9050000000000002,0.38100000000000056,
117,118,-14,119,15.35,119.82069938036582,2.0,4.935240796333875,17.255000000000003,-1.905000000000003,1.905000000000003,1.9050000000000002,0.38100000000000056,
22,23,-134,157,86.47,206.4097865896867,2.0,4.561552812808831,88.375,-1.9050000000000011,1.9050000000000011,8.254999999999995,0.1556517137253683,
111,112,-17,154,29.32,154.93547043850222,1.0,9.626712082661493,27.415,1.9050000000000011,1.9050000000000011,4.445,0.2890674683471124,
247,248,-17,125,17.89,126.15070352558483,5.0,7.477207591867345,15.985,1.9050000000000011,1.9050000000000011,2.539999999999999,0.3810000000000002,
25,26,-136,162,97.9,211.51832071950648,2.0,4.928650381067042,99.805,-1.9050000000000011,1.9050000000000011,8.889999999999993,0.1445337341735563,
224,225,-8,219,102.98,219.14607000811125,1.0,6.640054944640259,101.075,1.9050000000000011,1.9050000000000011,11.43,0.1124151265794326,
242,243,-17,155,29.32,155.92947123619703,1.0,10.117862512818183,27.415,1.9050000000000011,1.9050000000000011,4.445,0.2890674683471124,
36,37,-145,171,140.445,224.2008028531566,0.0,2.118033988749895,142.0325,-1.5875000000000057,1.5875000000000057,7.61999999999999,0.14051890822429133,
304,304,158,-210,136.0,262.8003044138267,2.23606797749979,5.894144522283677,137.27,-1.2700000000000102,1.2700000000000102,13.970000000000006,0.06131734177060003,
303,303,156,-205,125.84,257.60628874311277,3.0,6.298133679031241,127.11000000000001,-1.2700000000000102,1.2700000000000102,13.969999999999999,0.06131734177060006,
211,212,-4,246,186.8,246.03251817595168,1.0,2.995352392457285,185.53,1.2700000000000102,1.2700000000000102,16.510000000000005,0.05188390457512311,
218,219,-6,233,138.54,233.0772404161333,1.4142135623730951,5.061552812808831,139.81,-1.2700000000000102,1.2700000000000102,16.509999999999998,0.05188390457512313,
219,220,-7,232,133.46,232.1055794245369,1.4142135623730951,5.590891021945502,132.19,1.2700000000000102,1.2700000000000102,15.239999999999995,0.05620756328971674,
202,203,-168,156,181.72,229.2596780945136,0.0,2.0,180.45,1.2700000000000102,1.2700000000000102,16.50999999999999,0.05188390457512315,
23,24,-133,160,92.82000000000001,208.0600874747485,2.23606797749979,4.302775637731995,91.55,1.2700000000000102,1.2700000000000102,8.254999999999995,0.1037678091502463,
277,278,212,170,184.26,271.7425251961864,0.0,2.995352392457285,185.53,-1.2700000000000102,1.2700000000000102,10.16000000000001,0.084311344934575,
64,65,-19,244,186.8,244.73863609981976,1.0,1.4142135623730951,185.53,1.2700000000000102,1.2700000000000102,13.969999999999999,0.06131734177060006,
107,108,-19,179,47.1,180.00555546982432,2.0,6.576915171081847,48.370000000000005,-1.2700000000000031,1.2700000000000031,3.174999999999997,0.2540000000000006,
325,325,80,-129,31.86,151.7926216915697,11.180339887498949,27.379206491059165,33.13,-1.2700000000000031,1.2700000000000031,13.335,0.06423721518824732,
233,234,-13,190,57.26,190.4442175546425,4.123105625617661,7.566662780082012,58.53,-1.2700000000000031,1.2700000000000031,3.8100000000000023,0.22483025315886548,
157,158,-162,6,34.4,162.11107303327555,4.0,11.045735099956593,35.67,-1.2700000000000031,1.2700000000000031,8.89,0.09635582278237097,
183,184,-139,126,59.8,187.608635195718,3.605551275463989,11.335870195763473,61.07,-1.2700000000000031,1.2700000000000031,15.240000000000002,0.0562075632897164,
109,110,-18,170,39.48,170.95028517086482,3.1622776601683795,6.8023326048086385,40.75,-1.2700000000000031,1.2700000000000031,3.8100000000000023,0.22483025315886548,
178,179,-123,107,34.4,163.02760502442524,3.1622776601683795,11.834275311569975,35.67,-1.2700000000000031,1.2700000000000031,8.89,0.09635582278237097,
243,244,-18,146,24.240000000000002,147.10540438746634,3.605551275463989,8.06225774829855,22.97,1.2700000000000031,1.2700000000000031,2.540000000000001,0.2540000000000006,
103,104,-19,189,57.26,189.952625672824,3.1622776601683795,6.082762530298219,55.989999999999995,1.2700000000000031,1.2700000000000031,4.445,0.19271164556474193,
244,245,-16,141,21.7,141.90489773083945,1.0,5.0990195135927845,22.97,-1.2699999999999996,1.2699999999999996,2.540000000000001,0.2539999999999999,
245,246,-17,136,20.43,137.05838172107534,0.0,5.049509756796392,21.7,-1.2699999999999996,1.2699999999999996,2.539999999999999,0.2539999999999999,
112,113,-15,144,24.24,144.77914214416384,3.1622776601683795,7.28538328578604,22.97,1.2699999999999996,1.2699999999999996,2.540000000000001,0.2539999999999999,
108,109,-20,176,44.56,177.13271860387624,3.1622776601683795,6.854101966249685,45.83,-1.269999999999996,1.269999999999996,3.8099999999999987,0.22483025315886443,
105,106,-20,183,50.91,184.08965207202712,2.23606797749979,6.541381265149109,49.64,1.269999999999996,1.269999999999996,2.539999999999999,0.2539999999999992,
230,231,-10,200,69.96000000000001,200.24984394500785,2.23606797749979,9.634710039206889,71.23,-1.269999999999996,1.269999999999996,5.080000000000005,0.1686226898691481,
192,193,-157,147,113.14,215.07673049402624,2.23606797749979,4.302775637731995,114.41,-1.269999999999996,1.269999999999996,15.239999999999995,0.05620756328971611,
286,287,280,-2,184.26,280.0071427660373,0.0,5.049509756796392,182.99,1.2699999999999818,1.2699999999999818,12.700000000000003,0.06744907594765853,
63,64,-19,243,179.18,243.74166652421167,1.0,1.8251407699364424,180.45,-1.2699999999999818,1.2699999999999818,13.969999999999999,0.061317341770598686,
133,134,-219,-2,130.92000000000002,219.0091322296858,2.0,4.73606797749979,132.19,-1.2699999999999818,1.2699999999999818,15.239999999999995,0.056207563289715476,
278,279,213,171,186.8,273.1483113621609,1.0,2.414213562373095,188.07,-1.2699999999999818,1.2699999999999818,10.159999999999997,0.08431134493457322,
223,224,-7,223,110.6,223.10983842045155,3.1622776601683795,5.549509756796392,109.33000000000001,1.2699999999999818,1.2699999999999818,12.700000000000003,0.06744907594765853,
40,41,-148,173,151.875,227.6686188300882,1.0,2.23606797749979,153.14499999999998,-1.2699999999999818,1.2699999999999818,8.254999999999995,0.10376780915024399,
39,40,-147,173,149.97,227.01982292302142,1.0,2.8284271247461903,149.01749999999998,0.9525000000000148,0.9525000000000148,7.9375,0.08093889113719267,
175,176,-115,100,26.78,152.3975065412817,4.123105625617661,11.335870195763473,27.669,-0.8889999999999993,0.8889999999999993,5.08,0.11803588290840408,
75,76,-19,233,138.54,233.77339455121918,1.0,3.58113883008419,139.175,-0.6350000000000193,0.6350000000000193,10.794999999999987,0.03967592702803627,
38,39,-146,173,146.16,226.37358503146962,1.0,2.23606797749979,146.79500000000002,-0.6350000000000193,0.6350000000000193,8.57250000000002,0.049962278479749204,
26,27,-138,162,102.98,212.8097742116184,2.0,5.385164807134504,102.345,0.6350000000000051,0.6350000000000051,8.889999999999993,0.048177911391185796,
114,115,-17,138,21.7,139.04315876734103,2.0,4.743416490252569,21.064999999999998,0.6350000000000016,0.6350000000000016,2.5399999999999974,0.1270000000000003,
115,116,-17,131,19.16,132.09844813622905,5.0,8.5,19.795,-0.6350000000000016,0.6350000000000016,1.9049999999999994,0.1270000000000003,
162,163,-136,8,21.7,136.23509092741122,5.0990195135927845,12.608004367558575,22.335,-0.6350000000000016,0.6350000000000016,5.08,0.08431134493457461,
163,164,-131,9,19.16,131.30879635424276,3.1622776601683795,12.041594578792296,18.525,0.6350000000000016,0.6350000000000016,3.8099999999999996,0.11241512657943283,
174,175,-112,94,24.240000000000002,146.21901381147393,5.830951894845301,12.526175457295302,24.875,-0.634999999999998,0.634999999999998,5.08,0.08431134493457414,
8,9,-110,125,36.305,166.50825805346713,1.0,8.955701623425455,36.94,-0.634999999999998,0.634999999999998,6.984999999999999,0.06131734177059937,
11,12,-116,135,47.1,177.99157283422156,3.605551275463989,7.031128874149275,46.465,0.634999999999998,0.634999999999998,6.984999999999999,0.06131734177059937,
235,236,-12,183,49.64,183.3930205869351,2.0,6.535533905932738,50.275,-0.634999999999998,0.634999999999998,3.174999999999997,0.1269999999999996,
106,107,-19,181,49.64,181.99450541156455,2.0,5.590891021945502,50.275,-0.634999999999998,0.634999999999998,3.174999999999997,0.1269999999999996,
83,84,-20,221,108.06,221.90313201935658,1.0,3.58113883008419,108.695,-0.6349999999999909,0.6349999999999909,7.6200000000000045,0.05620756328971543,
37,38,-146,172,143.62,225.61028345356956,1.0,1.8251407699364424,143.3025,0.31749999999999545,0.31749999999999545,7.9375,0.02697963037906342,
380,380,-148,-188,176.64000000000001,239.2655428598109,1.4142135623730951,3.5355339059327378,176.64,2.842170943040401e-14,2.842170943040401e-14,19.049999999999997,1.0063086813299901e-15,
78,79,-18,229,127.11000000000001,229.7063342618135,1.4142135623730951,3.64269164289302,127.10999999999999,2.842170943040401e-14,2.842170943040401e-14,9.524999999999991,2.012617362659982e-15,
77,78,-19,230,130.92,230.7834482799839,1.4142135623730951,3.5,130.92000000000002,-2.842170943040401e-14,2.842170943040401e-14,9.52500000000002,2.0126173626599755e-15,
95,96,-23,204,77.58,205.29247428973133,3.0,5.049509756796392,77.58000000000001,-1.4210854715202004e-14,1.4210854715202004e-14,6.349999999999994,1.5094630219949862e-15,
98,99,-20,199,69.96,200.0024999843752,2.23606797749979,5.0,69.96000000000001,-1.4210854715202004e-14,1.4210854715202004e-14,6.350000000000001,1.5094630219949844e-15,
80,81,-19,226,119.49,226.79726629745784,1.0,3.58113883008419,119.49000000000001,-1.4210854715202004e-14,1.4210854715202004e-14,9.524999999999991,1.006308681329991e-15,
97,98,-21,201,72.50000000000001,202.09403751719148,2.23606797749979,4.561552812808831,72.5,1.4210854715202004e-14,1.4210854715202004e-14,6.350000000000001,1.5094630219949844e-15,
84,85,-20,220,105.52,220.90722034374522,1.0,3.08113883008419,105.52000000000001,-1.4210854715202004e-14,1.4210854715202004e-14,6.984999999999999,1.3722391109045317e-15,
85,86,-19,219,102.98,219.8226557932553,1.0,3.118033988749895,102.97999999999999,1.4210854715202004e-14,1.4210854715202004e-14,6.349999999999994,1.5094630219949862e-15,
92,93,-22,209,85.2,210.1547049199708,2.23606797749979,4.785577734296182,85.19999999999999,1.4210854715202004e-14,1.4210854715202004e-14,6.350000000000001,1.5094630219949844e-15,
91,92,-20,211,87.74,211.94574777522666,2.0,3.64269164289302,87.74000000000001,-1.4210854715202004e-14,1.4210854715202004e-14,6.3500000000000085,1.5094630219949828e-15,
99,100,-22,197,67.42,198.22462006521792,1.4142135623730951,5.061552812808831,67.41999999999999,1.4210854715202004e-14,1.4210854715202004e-14,6.3500000000000085,1.5094630219949828e-15,
79,80,-19,227,123.3,227.79376637651873,1.0,3.5,123.30000000000001,-1.4210854715202004e-14,1.4210854715202004e-14,9.524999999999991,1.006308681329991e-15,
88,89,-22,215,95.36000000000001,216.12265036316762,1.4142135623730951,4.357388321059432,95.36,1.4210854715202004e-14,1.4210854715202004e-14,6.350000000000001,1.5094630219949844e-15,
146,147,-197,4,75.04,197.0406049523803,1.0,4.561552812808831,75.03999999999999,1.4210854715202004e-14,1.4210854715202004e-14,6.350000000000001,1.5094630219949844e-15,
89,90,-21,214,92.82,215.02790516581794,1.4142135623730951,3.81720680758398,92.82000000000001,-1.4210854715202004e-14,1.4210854715202004e-14,6.350000000000001,1.5094630219949844e-15,
101,102,-20,194,62.34,195.02820308868152,2.23606797749979,5.049509756796392,62.339999999999996,7.105427357601002e-15,7.105427357601002e-15,5.080000000000002,9.434143887468651e-16,
10,11,-113,132,43.29,173.761330565808,4.123105625617661,7.713011390885281,43.290000000000006,-7.105427357601002e-15,7.105427357601002e-15,7.9375,6.037852087979939e-16,
359,359,-88,-120,31.86,148.8086019019062,11.40175425099138,28.749006740234467,31.860000000000003,-3.552713678800501e-15,3.552713678800501e-15,16.51,1.4514067519182546e-16,
173,174,-107,91,21.7,140.46351839534705,5.385164807134504,13.831046965302802,21.700000000000003,-3.552713678800501e-15,3.552713678800501e-15,5.08,4.717071943734328e-16,
76,77,-19,232,134.73,232.7767170487633,1.0,3.64269164289302,134.73,0.0,0.0,10.160000000000004,0.0,
