review_row,source_line,x,y,measured_cm,radius_px,nearest_neighbor_px,median_8_neighbor_px,local_neighbor_median_cm,local_residual_cm,abs_local_residual_cm,local_mad_cm,robust_z_vs_neighbors,repair_note
385,385,-101,130,50.910000000000004,164.62381358722072,7.0710678118654755,10.998496856945458,37.8925,13.017500000000005,13.017500000000005,5.080000000000002,1.7283825711587755,
308,308,165,-217,166.48,272.6059427085184,1.0,4.5,179.18,-12.700000000000017,12.700000000000017,19.049999999999997,0.44966050631773086,
48,49,-146,181,181.72,232.54461937443318,1.0,3.8643284505408246,194.42000000000002,-12.700000000000017,12.700000000000017,7.61999999999999,1.1241512657943282,
186,187,-150,136,82.66,202.47468977627796,4.123105625617661,8.071092532277987,95.36000000000001,-12.700000000000017,12.700000000000017,10.160000000000004,0.8431134493457448,
188,189,-152,142,92.82000000000001,208.00961516237658,1.0,5.66227766016838,105.52000000000001,-12.700000000000003,12.700000000000003,11.43,0.7494341771962171,
187,188,-151,140,87.74,205.91503102007877,2.23606797749979,6.363961030678928,100.44,-12.700000000000003,12.700000000000003,10.160000000000004,0.843113449345744,
251,252,77,83,14.08,113.21660655575224,8.0,40.388436152317844,26.78,-12.700000000000001,12.700000000000001,8.889999999999999,0.9635582278237077,
124,125,-229,-1,186.8,229.00218339570478,0.0,2.618033988749895,174.10000000000002,12.699999999999989,12.699999999999989,10.160000000000025,0.8431134493457412,
197,198,-163,153,151.24,223.55759884199867,1.4142135623730951,3.605551275463989,163.94,-12.699999999999989,12.699999999999989,13.969999999999999,0.6131734177059951,
121,122,-234,-3,202.04,234.01922997907673,1.4142135623730951,3.8643284505408246,189.34,12.699999999999989,12.699999999999989,10.159999999999997,0.8431134493457436,
333,333,19,-159,36.94,160.13119621110684,11.180339887498949,25.29351657246145,48.6875,-11.747500000000002,11.747500000000002,14.9225,0.5309820872475325,
373,373,-137,-176,123.3,223.03587155433092,2.8284271247461903,8.20628747147464,134.73000000000002,-11.430000000000021,11.430000000000021,19.049999999999997,0.40469445568595797,
306,306,162,-213,151.24,267.6060537431842,1.4142135623730951,5.41547594742265,162.67000000000002,-11.430000000000007,11.430000000000007,15.239999999999995,0.5058680696074469,
265,266,184,155,100.44,240.58470441821524,5.0990195135927845,10.8309518948453,111.87,-11.430000000000007,11.430000000000007,16.509999999999998,0.4669551411761047,
353,353,25,-258,186.8,259.20841035738016,2.23606797749979,4.2976207903086205,175.37,11.430000000000007,11.430000000000007,19.05000000000001,0.40469445568595713,
311,311,165,-221,184.26,275.80065264607333,3.0,4.561552812808831,172.82999999999998,11.430000000000007,11.430000000000007,17.779999999999973,0.43360120252066925,
350,350,27,-253,163.94,254.4366325826531,2.8284271247461903,4.928650381067042,175.37,-11.430000000000007,11.430000000000007,19.05000000000001,0.40469445568595713,
348,348,25,-249,148.7,250.25187311986298,2.0,5.5,160.13,-11.430000000000007,11.430000000000007,19.049999999999997,0.40469445568595747,
345,345,24,-240,125.84,241.19701490690136,3.0,8.063226475001446,137.27,-11.430000000000007,11.430000000000007,19.049999999999997,0.40469445568595747,
344,344,24,-237,118.22,238.2120903732638,3.0,9.296939683219211,129.65,-11.430000000000007,11.430000000000007,19.049999999999997,0.40469445568595747,
340,340,21,-216,87.74,217.0184323968819,4.0,15.0,99.17,-11.430000000000007,11.430000000000007,19.049999999999997,0.40469445568595747,
274,275,207,168,161.4,266.59519875646674,1.0,4.754135216376082,172.83,-11.430000000000007,11.430000000000007,19.049999999999997,0.40469445568595747,
273,274,205,167,153.78,264.41255643406953,2.0,4.670830100356035,165.21,-11.430000000000007,11.430000000000007,19.049999999999997,0.40469445568595747,
302,302,151,-197,108.06,248.21361767638777,3.1622776601683795,8.123105625617661,119.49000000000001,-11.430000000000007,11.430000000000007,11.430000000000007,0.6744907594765952,
284,285,285,-1,196.96,285.00175438056516,0.0,6.08504366272913,185.53,11.430000000000007,11.430000000000007,12.700000000000003,0.607041683528936,
281,282,213,173,196.96,274.40481045346127,2.0,3.1622776601683795,185.53,11.430000000000007,11.430000000000007,8.89,0.867202405041337,
