csv_line,x,y,measured_cm,radius_px,nearest_neighbor_px,local_neighbor_median_cm,local_residual_cm,abs_local_residual_cm,robust_z_vs_neighbors
89,-20,204,75.04,204.9780476051033,3.0,78.85,-3.809999999999988,3.809999999999988,0.40469445568595624
77,-20,220,105.52,220.90722034374522,1.0,101.71000000000001,3.809999999999988,3.809999999999988,0.40469445568595575
130,-205,3,87.74,205.0219500443794,2.0,83.93,3.809999999999988,3.809999999999988,0.33724537973829666
8,-110,124,34.4,165.75886099994776,1.0,37.8925,-3.4924999999999997,3.4924999999999997,0.3372453797382976
35,-144,171,134.73000000000002,223.55536227073597,1.0,138.2225,-3.4924999999999784,3.4924999999999784,0.30914159809343794
4,-96,108,22.97,144.49913494550754,7.810249675906654,26.399,-3.429000000000002,3.429000000000002,0.607041683528936
111,-15,117,14.08,117.957619508025,1.0,17.255000000000003,-3.1750000000000025,3.1750000000000025,0.6350000000000005
154,-125,10,16.62,125.39936203984452,3.0,19.795,-3.1750000000000007,3.1750000000000007,0.4817791139118539
375,-136,-126,71.23,185.39687160251654,9.433981132056603,68.055,3.174999999999997,3.174999999999997,0.16059303797061783
57,-19,240,163.94,240.75090861718465,1.4142135623730951,166.48000000000002,-2.5400000000000205,2.5400000000000205,0.1348981518953201
15,-116,141,53.45,182.58422713914803,2.0,50.91,2.5400000000000063,2.5400000000000063,0.2248302531588656
17,-122,148,64.88,191.80198122021577,5.0,67.42,-2.5400000000000063,2.5400000000000063,0.12847443037649464
21,-132,155,82.66,203.59027481684876,2.0,85.2,-2.5400000000000063,2.5400000000000063,0.20753561830049144
214,-9,219,99.17,219.18485349129398,1.0,101.71000000000001,-2.5400000000000063,2.5400000000000063,0.22483025315886568
218,-8,205,75.04,205.15603817582362,4.0,77.58000000000001,-2.5400000000000063,2.5400000000000063,0.269796303790639
225,-13,180,47.1,180.46883387443938,3.1622776601683795,49.64,-2.539999999999999,2.539999999999999,0.5079999999999998
227,-14,173,42.02,173.5655495770978,2.23606797749979,44.56,-2.539999999999999,2.539999999999999,0.4496605063177297
235,-17,136,19.16,137.05838172107534,0.0,21.7,-2.539999999999999,2.539999999999999,0.5079999999999998
153,-128,10,20.43,128.39003076563228,3.0,17.89,2.539999999999999,2.539999999999999,0.44966050631773
160,-98,83,16.62,128.42507543311004,7.615773105863909,19.16,-2.539999999999999,2.539999999999999,0.3597284050541841
229,-19,167,36.94,168.0773631397161,3.1622776601683795,39.48,-2.539999999999999,2.539999999999999,0.3372453797382976
268,212,170,191.88,271.7425251961864,0.0,189.34,2.539999999999992,2.539999999999992,0.16862268986914833
220,-11,198,64.88,198.3053201505194,2.23606797749979,67.41999999999999,-2.539999999999992,2.539999999999992,0.3372453797382962
62,-20,241,169.02,241.82845159327303,1.4142135623730951,171.56,-2.539999999999992,2.539999999999992,0.12263468354119875
110,-14,119,15.35,119.82069938036582,2.0,17.255000000000003,-1.905000000000003,1.905000000000003,0.38100000000000056
237,-17,120,15.35,121.19818480488888,3.1622776601683795,17.255000000000003,-1.905000000000003,1.905000000000003,0.38100000000000056
26,-136,162,97.9,211.51832071950648,2.0,99.805,-1.9050000000000011,1.9050000000000011,0.1445337341735562
23,-134,157,86.47,206.4097865896867,2.0,88.375,-1.9050000000000011,1.9050000000000011,0.1556517137253683
104,-17,154,29.32,154.93547043850222,1.0,27.415,1.9050000000000011,1.9050000000000011,0.2890674683471124
213,-8,219,102.98,219.14607000811125,1.0,101.075,1.9050000000000011,1.9050000000000011,0.1124151265794326
231,-17,155,29.32,155.92947123619703,1.0,27.415,1.9050000000000011,1.9050000000000011,0.2890674683471124
236,-17,125,17.89,126.15070352558483,5.0,15.985,1.9050000000000011,1.9050000000000011,0.3810000000000002
37,-145,171,140.445,224.2008028531566,0.0,142.0325,-1.5875000000000057,1.5875000000000057,0.14051890822429133
292,156,-205,125.84,257.60628874311277,3.0,127.11000000000001,-1.2700000000000102,1.2700000000000102,0.06131734177060006
33,-142,168,125.84,219.97272558205938,0.0,127.11000000000001,-1.2700000000000102,1.2700000000000102,0.10376780915024622
208,-7,232,133.46,232.1055794245369,1.4142135623730951,132.19,1.2700000000000102,1.2700000000000102,0.05620756328971674
275,280,-2,184.26,280.0071427660373,0.0,185.53,-1.2700000000000102,1.2700000000000102,0.06744907594766004
207,-6,233,138.54,233.0772404161333,1.4142135623730951,139.81,-1.2700000000000102,1.2700000000000102,0.05188390457512313
200,-4,246,186.8,246.03251817595168,1.0,185.53,1.2700000000000102,1.2700000000000102,0.05188390457512311
293,158,-210,136.0,262.8003044138267,2.23606797749979,137.27,-1.2700000000000102,1.2700000000000102,0.06131734177060003
222,-13,190,57.26,190.4442175546425,4.123105625617661,58.53,-1.2700000000000031,1.2700000000000031,0.22483025315886548
102,-18,170,39.48,170.95028517086482,3.1622776601683795,40.75,-1.2700000000000031,1.2700000000000031,0.22483025315886548
100,-19,179,47.1,180.00555546982432,2.0,48.370000000000005,-1.2700000000000031,1.2700000000000031,0.2540000000000006
96,-19,189,57.26,189.952625672824,3.1622776601683795,55.989999999999995,1.2700000000000031,1.2700000000000031,0.19271164556474193
167,-123,107,34.4,163.02760502442524,3.1622776601683795,35.67,-1.2700000000000031,1.2700000000000031,0.09635582278237097
146,-162,6,34.4,162.11107303327555,4.0,35.67,-1.2700000000000031,1.2700000000000031,0.09635582278237097
228,-15,171,39.48,171.6566340110396,2.23606797749979,40.75,-1.2700000000000031,1.2700000000000031,0.22483025315886548
172,-139,126,59.8,187.608635195718,3.605551275463989,61.07,-1.2700000000000031,1.2700000000000031,0.0562075632897164
232,-18,146,24.24,147.10540438746634,3.605551275463989,22.97,1.2699999999999996,1.2699999999999996,0.2539999999999999
234,-17,136,20.43,137.05838172107534,0.0,21.7,-1.2699999999999996,1.2699999999999996,0.2539999999999999
105,-15,144,24.24,144.77914214416384,3.1622776601683795,22.97,1.2699999999999996,1.2699999999999996,0.2539999999999999
233,-16,141,21.7,141.90489773083945,1.0,22.97,-1.2699999999999996,1.2699999999999996,0.2539999999999999
24,-133,160,92.82,208.0600874747485,2.23606797749979,91.55,1.269999999999996,1.269999999999996,0.10376780915024514
219,-10,200,69.96000000000001,200.24984394500785,2.23606797749979,71.23,-1.269999999999996,1.269999999999996,0.1686226898691481
314,80,-129,31.86,151.7926216915697,11.180339887498949,33.129999999999995,-1.269999999999996,1.269999999999996,0.06423721518824696
101,-20,176,44.56,177.13271860387624,3.1622776601683795,45.83,-1.269999999999996,1.269999999999996,0.22483025315886443
98,-20,183,50.91,184.08965207202712,2.23606797749979,49.64,1.269999999999996,1.269999999999996,0.2539999999999992
181,-157,147,113.14,215.07673049402624,2.23606797749979,114.41,-1.269999999999996,1.269999999999996,0.05620756328971611
212,-7,223,110.6,223.10983842045155,3.1622776601683795,109.33000000000001,1.2699999999999818,1.2699999999999818,0.06744907594765853
41,-148,173,151.875,227.6686188300882,1.0,153.14499999999998,-1.2699999999999818,1.2699999999999818,0.10376780915024399
267,213,171,186.8,273.1483113621609,1.0,188.07,-1.2699999999999818,1.2699999999999818,0.08431134493457311
122,-219,-2,130.92000000000002,219.0091322296858,2.0,132.19,-1.2699999999999818,1.2699999999999818,0.056207563289715476
58,-19,243,179.18,243.74166652421167,1.0,177.91000000000003,1.2699999999999818,1.2699999999999818,0.06131734177059856
51,-146,183,189.34,234.10467744152402,1.0,188.3875,0.9525000000000148,0.9525000000000148,0.07226686708677917
40,-147,173,149.97,227.01982292302142,1.0,149.01749999999998,0.9525000000000148,0.9525000000000148,0.08093889113719267
164,-115,100,26.78,152.3975065412817,4.123105625617661,27.669,-0.8889999999999993,0.8889999999999993,0.11803588290840408
68,-19,233,138.54,233.77339455121918,1.0,139.175,-0.6350000000000193,0.6350000000000193,0.03967592702803624
27,-138,162,102.98,212.8097742116184,2.0,102.345,0.6350000000000051,0.6350000000000051,0.048177911391185754
108,-17,131,19.16,132.09844813622905,5.0,19.795,-0.6350000000000016,0.6350000000000016,0.1270000000000003
107,-17,138,21.7,139.04315876734103,2.0,21.064999999999998,0.6350000000000016,0.6350000000000016,0.1270000000000003
152,-131,9,19.16,131.30879635424276,3.1622776601683795,18.525,0.6350000000000016,0.6350000000000016,0.11241512657943283
163,-112,94,24.24,146.21901381147393,5.830951894845301,24.875,-0.6350000000000016,0.6350000000000016,0.08431134493457461
151,-136,8,21.7,136.23509092741122,5.0990195135927845,22.335,-0.6350000000000016,0.6350000000000016,0.08431134493457461
12,-116,135,47.1,177.99157283422156,3.605551275463989,46.465,0.634999999999998,0.634999999999998,0.061317341770599346
9,-110,125,36.305,166.50825805346713,1.0,36.94,-0.634999999999998,0.634999999999998,0.06131734177059937
224,-12,183,49.64,183.3930205869351,2.0,50.275,-0.634999999999998,0.634999999999998,0.1269999999999996
99,-19,181,49.64,181.99450541156455,2.0,50.275,-0.634999999999998,0.634999999999998,0.1269999999999996
76,-20,221,108.06,221.90313201935658,1.0,108.695,-0.6349999999999909,0.6349999999999909,0.05620756328971543
38,-146,172,143.62,225.61028345356956,1.0,143.3025,0.31749999999999545,0.31749999999999545,0.02697963037906342
121,-221,-2,138.54,221.00904958847272,2.0,138.54000000000002,-2.842170943040401e-14,2.842170943040401e-14,1.1611254015346037e-15
71,-18,229,127.11,229.7063342618135,1.4142135623730951,127.10999999999999,1.4210854715202004e-14,1.4210854715202004e-14,1.006308681329991e-15
182,-159,148,120.76,217.22108553268947,0.0,120.75999999999999,1.4210854715202004e-14,1.4210854715202004e-14,5.805627007673018e-16
73,-19,226,119.49,226.79726629745784,1.0,119.49000000000001,-1.4210854715202004e-14,1.4210854715202004e-14,1.006308681329991e-15
88,-23,204,77.58,205.29247428973133,3.0,77.58000000000001,-1.4210854715202004e-14,1.4210854715202004e-14,1.5094630219949862e-15
135,-197,4,75.04,197.0406049523803,1.0,75.03999999999999,1.4210854715202004e-14,1.4210854715202004e-14,1.5094630219949844e-15
85,-22,209,85.2,210.1547049199708,2.23606797749979,85.19999999999999,1.4210854715202004e-14,1.4210854715202004e-14,1.5094630219949844e-15
84,-20,211,87.74,211.94574777522666,2.0,87.74000000000001,-1.4210854715202004e-14,1.4210854715202004e-14,1.5094630219949844e-15
90,-21,201,72.50000000000001,202.09403751719148,2.23606797749979,72.5,1.4210854715202004e-14,1.4210854715202004e-14,1.5094630219949844e-15
91,-20,199,69.96,200.0024999843752,2.23606797749979,69.96000000000001,-1.4210854715202004e-14,1.4210854715202004e-14,1.5094630219949844e-15
78,-19,219,102.98,219.8226557932553,1.0,102.97999999999999,1.4210854715202004e-14,1.4210854715202004e-14,1.5094630219949844e-15
92,-22,197,67.42,198.22462006521792,1.4142135623730951,67.41999999999999,1.4210854715202004e-14,1.4210854715202004e-14,1.5094630219949828e-15
94,-20,194,62.34,195.02820308868152,2.23606797749979,62.339999999999996,7.105427357601002e-15,7.105427357601002e-15,9.434143887468651e-16
313,93,-140,39.48,168.07438829280326,12.806248474865697,39.480000000000004,-7.105427357601002e-15,7.105427357601002e-15,3.144714629156218e-16
312,101,-150,47.1,180.83417818543043,12.529964086141668,47.099999999999994,7.105427357601002e-15,7.105427357601002e-15,2.695469682133901e-16
150,-143,8,24.24,143.22360140703069,7.0,24.240000000000002,-3.552713678800501e-15,3.552713678800501e-15,4.717071943734328e-16
80,-20,217,97.9,217.91970998512272,1.4142135623730951,97.9,0.0,0.0,0.0
165,-119,101,29.32,156.0833110873805,4.123105625617661,29.32,0.0,0.0,0.0
162,-107,91,21.7,140.46351839534705,5.385164807134504,21.7,0.0,0.0,0.0
161,-105,86,19.16,135.72398461583714,5.385164807134504,19.16,0.0,0.0,0.0
169,-130,118,44.56,175.56765077883796,6.4031242374328485,44.56,0.0,0.0,0.0
63,-20,239,163.94,239.83536019528063,0.0,163.94,0.0,0.0,0.0
74,-19,225,115.68,225.80079716422614,1.0,115.68,0.0,0.0,0.0
11,-113,132,43.29,173.761330565808,4.123105625617661,43.29,0.0,0.0,0.0
65,-19,237,153.78,237.76038357977134,1.4142135623730951,153.78,0.0,0.0,0.0
171,-136,124,54.72,184.04347312523745,2.23606797749979,54.72,0.0,0.0,0.0
180,-156,145,108.06,212.9812198293549,1.4142135623730951,108.06,0.0,0.0,0.0
72,-19,227,123.3,227.79376637651873,1.0,123.3,0.0,0.0,0.0
368,-148,-188,176.64,239.2655428598109,1.4142135623730951,176.64,0.0,0.0,0.0
223,-12,185,52.18,185.3887806745597,2.0,52.18,0.0,0.0,0.0
69,-19,232,134.73,232.7767170487633,1.0,134.73,0.0,0.0,0.0
70,-19,230,130.92,230.7834482799839,1.4142135623730951,130.92,0.0,0.0,0.0
79,-19,218,100.44,218.82641522448793,1.0,100.44,0.0,0.0,0.0
120,-223,-2,146.16,223.00896842952304,2.0,146.16,0.0,0.0,0.0
81,-22,215,95.36,216.12265036316762,1.4142135623730951,95.36,0.0,0.0,0.0
97,-20,186,54.72,187.0721785835617,3.0,54.72,0.0,0.0,0.0
109,-14,121,16.62,121.80722474467596,2.0,16.62,0.0,0.0,0.0
124,-217,2,120.76,217.00921639414304,1.0,120.76,0.0,0.0,0.0
166,-120,106,31.86,160.11246047700348,3.1622776601683795,31.86,0.0,0.0,0.0
325,19,-188,59.8,188.95766721676048,9.433981132056603,59.8,0.0,0.0,0.0
125,-214,-2,115.68,214.00934559032697,2.0,115.68,0.0,0.0,0.0
126,-212,-2,110.6,212.00943375236866,2.0,110.6,0.0,0.0,0.0
211,-6,226,115.68,226.07963198837706,3.1622776601683795,115.68,0.0,0.0,0.0
133,-201,3,80.12,201.02238681301145,1.0,80.12,0.0,0.0,0.0
206,-6,237,146.16,237.0759372015642,2.0,146.16,0.0,0.0,0.0
296,163,-214,158.86,269.0074348414928,1.4142135623730951,158.86,0.0,0.0,0.0
294,160,-211,143.62,264.8037008804824,2.23606797749979,143.62,0.0,0.0,0.0
82,-21,214,92.82,215.02790516581794,1.4142135623730951,92.82,0.0,0.0,0.0
95,-22,191,59.8,192.26284092356485,3.605551275463989,59.8,0.0,0.0,0.0
338,27,-250,156.32,251.45377308761942,2.23606797749979,156.32,0.0,0.0,0.0
3,-90,102,19.16,136.02940858505562,8.48528137423857,19.16,0.0,0.0,0.0
341,24,-256,179.18,257.12253887981115,1.4142135623730951,179.18,0.0,0.0,0.0
44,-149,176,163.94,230.6013876801265,1.0,163.94,0.0,0.0,0.0
184,-161,150,136.0,220.04772209682153,2.23606797749979,136.0,0.0,0.0,0.0
348,-88,-120,31.86,148.8086019019062,11.40175425099138,31.86,0.0,0.0,0.0
13,-116,139,49.64,181.04419349981927,2.0,49.64,0.0,0.0,0.0
86,-20,208,82.66,208.95932618574363,1.4142135623730951,82.66,0.0,0.0,0.0
83,-20,213,90.28,213.9369065869655,1.4142135623730951,90.28,0.0,0.0,0.0
301,156,-208,130.92000000000002,260.0,2.8284271247461903,130.92000000000002,0.0,0.0,0.0
