review_row,source_line,x,y,radius_px,angle_deg,measured_cm,radius_roll_median_cm,radius_residual_cm,repair_note
206,207,-168.0,158.0,230.62523712724936,136.7569883099082,204.58,167.75,36.83000000000001,
341,341,22.0,-223.0,224.08257406590099,-84.36573334423261,95.36,130.92000000000002,-35.56000000000002,
351,351,25.0,-255.0,256.2225595063791,-84.40066066347944,171.56,136.0,35.56,
210,211,-3.0,248.0,248.0181444975347,90.69306030271125,191.88,156.32,35.56,
55,56,-148.0,185.0,236.9155967850154,128.6598082540901,204.58,169.02,35.56,
205,206,-168.0,158.0,230.62523712724936,136.7569883099082,199.5,163.94,35.56,
261,262,166.0,140.0,217.1543230055529,40.14339606605682,72.5,106.79,-34.290000000000006,
120,121,-231.0,-5.0,231.05410621756974,-178.76002523368732,205.85,171.56,34.28999999999999,
384,384,-151.0,-191.0,243.47895186237352,-128.32904732574613,207.12,174.1,33.02000000000001,
79,80,-19.0,227.0,227.79376637651873,94.78452968816502,123.3,156.32,-33.019999999999996,
78,79,-18.0,229.0,229.7063342618135,94.494357652632,127.11000000000001,160.13,-33.01999999999998,
56,57,-149.0,185.0,237.54157530840786,128.84815662071443,209.66,176.64000000000001,33.01999999999998,
207,208,-6.0,247.0,247.07286374670934,91.39152665254784,212.2,179.18,33.01999999999998,
80,81,-19.0,226.0,226.79726629745784,94.80560124346898,119.49,151.875,-32.385000000000005,
53,54,-148.0,185.0,236.9155967850154,128.6598082540901,200.77,169.02,31.75,
293,293,251.0,15.0,251.44780770569466,3.419983094861113,110.6,141.08,-30.480000000000018,
320,320,125.0,-173.0,213.43383049554257,-54.15025677801488,69.96000000000001,100.44,-30.47999999999999,
222,223,-6.0,226.0,226.07963198837706,91.52076966114376,115.68,146.16,-30.47999999999999,
51,52,-147.0,182.0,233.95084953895764,128.92754359279232,191.88,161.4,30.47999999999999,
61,62,-20.0,245.0,245.81497106563708,94.666858371439,209.66,179.18,30.47999999999999,
383,383,-150.0,-190.0,242.0743687382041,-128.29016319224309,199.5,169.02,30.47999999999999,
67,68,-20.0,247.0,247.80839372386077,94.62923494779758,202.04,171.56,30.47999999999999,
260,261,159.0,136.0,209.2295390235327,40.5418900219016,64.88,92.82000000000001,-27.940000000000012,
81,82,-19.0,225.0,225.80079716422614,94.82685878112298,115.68,143.62,-27.939999999999998,
204,205,-168.0,157.0,229.94129685639334,136.938501769387,191.88,163.94,27.939999999999998,
382,382,-149.0,-189.0,240.66989840858787,-128.25082521043035,191.88,163.94,27.939999999999998,
126,127,-227.0,-2.0,227.00881040171106,-179.49520443144417,176.64000000000001,149.97,26.670000000000016,
203,204,-168.0,156.0,229.2596780945136,137.12109639666144,186.8,160.13,26.670000000000016,
57,58,-148.0,185.0,236.9155967850154,128.6598082540901,214.74,189.34,25.400000000000006,
350,350,27.0,-253.0,254.4366325826531,-83.90848629114582,163.94,138.54,25.400000000000006,
124,125,-229.0,-1.0,229.00218339570478,-179.74980167980246,186.8,161.4,25.400000000000006,
122,123,-232.0,-2.0,232.0086205294967,-179.50608310138125,196.96,171.56,25.400000000000006,
49,50,-146.0,182.0,233.32380932943812,128.73650938566544,184.895,161.4,23.495000000000005,
72,73,-19.0,237.0,237.76038357977134,94.58352980911702,153.78,176.64000000000001,-22.860000000000014,
217,218,-6.0,237.0,237.0759372015642,91.45021629093343,146.16,169.02,-22.860000000000014,
75,76,-19.0,233.0,233.77339455121918,94.66187309523883,138.54,161.4,-22.860000000000014,
218,219,-6.0,233.0,233.0772404161333,91.47510180085696,138.54,161.4,-22.860000000000014,
280,281,212.0,171.0,272.3692346796899,38.889778611215355,194.42000000000002,171.56,22.860000000000014,
82,83,-19.0,223.0,223.80795338861395,94.8699417162811,111.87,134.73000000000002,-22.860000000000014,
314,314,152.0,-204.0,254.40125785852553,-53.3102771675242,115.68,138.54,-22.859999999999985,
289,290,277.0,-3.0,277.01624501101014,-0.6205076478339449,163.9416,186.8,-22.858400000000017,split malformed CSV line 290: first repaired row
376,376,-144.0,-181.0,231.29418496797535,-128.50505973229562,146.16,167.75,-21.590000000000003,
375,375,-141.0,-180.0,228.65038814749474,-128.07278187399083,138.54,160.13,-21.590000000000003,
202,203,-168.0,156.0,229.2596780945136,137.12109639666144,181.72,160.13,21.590000000000003,
392,392,-8.0,179.0,179.17868176767013,92.55900231769944,68.69,47.1,21.589999999999996,
194,195,-159.0,148.0,217.22108553268947,137.05206537040868,128.38,106.79,21.58999999999999,
223,224,-7.0,223.0,223.10983842045155,91.79793185690053,110.6,130.92000000000002,-20.32000000000002,
133,134,-219.0,-2.0,219.0091322296858,-179.4767654178158,130.92000000000002,110.6,20.32000000000002,
196,197,-162.0,152.0,222.14409737825582,136.82408983237613,143.62,123.3,20.320000000000007,
268,269,194.0,161.0,252.10513679812237,39.689175560128156,120.76,141.08,-20.320000000000007,
135,136,-217.0,2.0,217.00921639414304,179.47194325109984,120.76,100.44,20.320000000000007,
290,290,1.0,17.0,17.029386365926403,86.63353933657021,34.4,14.08,20.32,split malformed CSV line 290: second repaired row
131,132,-223.0,-2.0,223.00896842952304,-179.48615028364586,146.16,125.84,20.319999999999993,
339,339,21.0,-212.0,213.03755537463343,-84.34292929393168,80.12,100.44,-20.319999999999993,
197,198,-163.0,153.0,223.55759884199867,136.81255268551558,151.24,130.92000000000002,20.319999999999993,
