epoch,mse_cm2,mae_cm,rmse_cm,max_abs_error_cm,mape_percent
1.0,1307.0267333984375,32.13562774658203,36.15282440185547,88.96644592285156,66.49656677246094
2.0,317.818603515625,14.601996421813965,17.82746696472168,61.16771697998047,31.478599548339844
3.0,148.68795776367188,10.383075714111328,12.193767547607422,35.884864807128906,14.482248306274414
4.0,79.58487701416016,6.627151966094971,8.921035766601562,42.95737838745117,10.355457305908203
5.0,95.53546142578125,7.674962520599365,9.774224281311035,38.161983489990234,10.577913284301758
6.0,53.85297775268555,5.524974822998047,7.338459014892578,40.23392105102539,8.402626991271973
7.0,53.484256744384766,5.4521260261535645,7.313292980194092,42.22952651977539,8.56042766571045
8.0,50.250370025634766,5.199999809265137,7.088749408721924,41.67994689941406,8.15706729888916
9.0,42.94917678833008,4.8212432861328125,6.553562164306641,41.543575286865234,7.830151081085205
10.0,53.469791412353516,5.429412841796875,7.3123040199279785,42.34608840942383,8.486245155334473
11.0,45.7870979309082,4.9217448234558105,6.766616344451904,42.31941223144531,8.3594388961792
12.0,49.33650588989258,5.273184299468994,7.0239949226379395,41.06155776977539,7.911294937133789
13.0,38.23292541503906,4.376522064208984,6.1832780838012695,41.272972106933594,7.382658004760742
14.0,56.4340934753418,5.6763458251953125,7.51226282119751,40.87704086303711,8.119865417480469
15.0,36.037139892578125,4.2585601806640625,6.00309419631958,41.304595947265625,7.058726787567139
16.0,42.64078140258789,4.879146099090576,6.529991149902344,39.47415542602539,7.42957067489624
17.0,36.290218353271484,4.130260467529297,6.024136543273926,39.54179382324219,6.758941173553467
18.0,49.90695571899414,5.594090938568115,7.064485549926758,38.449249267578125,8.069188117980957
19.0,37.87471008300781,4.341036319732666,6.154243469238281,39.843753814697266,6.9159770011901855
20.0,39.1677360534668,4.310016632080078,6.258413314819336,38.725589752197266,6.5543599128723145
21.0,37.235557556152344,4.100164890289307,6.102094650268555,39.68600845336914,6.569863319396973
22.0,31.54737663269043,3.9479141235351562,5.616704940795898,37.68129348754883,6.354507923126221
23.0,33.31220626831055,4.161555767059326,5.77167272567749,35.471588134765625,6.723466396331787
24.0,29.812744140625,3.631535768508911,5.460104942321777,37.73056411743164,5.905284404754639
25.0,33.0093994140625,4.216174602508545,5.745380878448486,35.62889862060547,6.885106086730957
26.0,29.30372428894043,3.704559326171875,5.4132914543151855,36.50616455078125,6.031552314758301
27.0,34.86857604980469,3.980562210083008,5.904962062835693,38.25912857055664,5.998395919799805
28.0,29.941991806030273,3.7961456775665283,5.471927642822266,36.77323532104492,5.946767330169678
29.0,37.646846771240234,4.124019622802734,6.135702610015869,39.41185760498047,6.220495700836182
30.0,55.81666564941406,5.161147594451904,7.471055030822754,38.937347412109375,7.17223596572876
31.0,32.34923553466797,3.7810404300689697,5.687638759613037,38.58982849121094,5.702031135559082
32.0,51.5066032409668,4.9785284996032715,7.176810264587402,36.82456970214844,6.480710029602051
33.0,28.904434204101562,3.531996965408325,5.376284599304199,36.045021057128906,5.479047775268555
34.0,28.04610252380371,3.4621400833129883,5.295856952667236,36.952884674072266,5.440028190612793
35.0,32.49940872192383,3.74224853515625,5.700825214385986,37.667301177978516,6.4177327156066895
36.0,27.066024780273438,3.5204474925994873,5.2025017738342285,36.361968994140625,5.370260238647461
37.0,28.91344451904297,3.6191556453704834,5.377122402191162,36.36661911010742,5.445281982421875
38.0,33.044803619384766,3.9384167194366455,5.74846076965332,36.46052169799805,5.993887424468994
39.0,31.222322463989258,3.7041778564453125,5.587693691253662,37.25052261352539,5.292631149291992
40.0,29.108123779296875,3.6378448009490967,5.3951945304870605,34.877403259277344,5.414588928222656
41.0,26.265975952148438,3.1459157466888428,5.125034332275391,36.86820602416992,5.362339496612549
42.0,33.849998474121094,3.787501096725464,5.818075180053711,36.770751953125,5.228045463562012
